,sr,section,date,datetime_from,datetime_to,delay_minutes,equipment,problem_description,restart_steps,one_year,two_year,three_year,four_year,five_year,corrective_action,preventive_action,status,actual_action_taken,capa_event_date,capa_start_time,capa_end_time,capa_event_time
203,376,10 mm,2023-12-19 00:00:00,19/12 06:36:33,19/12 07:07:55,31,OPTIMIZATION,"LAST PEICE UNDERSHOOT IN LINE 1A, LAST PEICE OF 60 MTRS PRODUCED AND WENT IN LINE 1A. 2 PIECE FOUND THERE. 0.4 MTRS SPPED REDUCED IN OWS TO MAINTAIN LINE SPEED 45.00 MTRS . ALSO MINIMUM GOOD TAIL LENGTH AFFSET VALVE SET IN OWS 2, BEFORE IT WAS .","COBBLE REMOVED, DIVERTOR AND WEDGE CHANGE AND MILL STARTED",LAST PIECE UNDERSHOOT LINE 1 A,2 PC FOUND IN LINE,MATERIAL NOT SEPERATEDSO WENT IN SAME LINE,"LAST PIECE WAS 60 MTR, SO FLUTTERING BECAUSE MATERIAL LEFT BGV ",,1. DIVERTOR AND WEDGE TO BE CHANGED WHEN THIS PROBLEM HAPPENED,1. BLADE POSITION RESET TO BE DONE BY 3 MM PLATE(Continue as doing since last 3 months),DONE ,,,2023-12-19 06:36:33,2023-12-19 07:07:55,2023-12-19
204,383,40 mm,2023-12-22 00:00:00,22/12 06:17:49,22/12 07:02:04,44,ART,ART SECTION 3 CUMULATIVE FAULT SO BAR KNOCKED SOMEWHERE  AND CAME OUT OUT ON COOLING BED. NEXT BILLET CHOPPING DONE. (1C+1H),"COBBLE REMOVED , MOTOR-66 ,MOTOR-71 ISOLATED FROM MPB AND STARTED THE DRIVE . EARTH FAULT BYPASS DONE FOR TRIAL AND DURING TRIAL MPCB 66,71 TRIPPED SO ISOLATED",COBBLE HAPPENED DUE TO ART RT-3 TRIPPED,DRIVE TRIPPED IN EARTH FAULT DURING RUNNING,MOTOR-66 SHOWING GROUND WHILE CHECKING,"CABLE REMOVED FROM MOTOR MEGGER DONE, MOTOR FOUND OK . SOMETIMES CABLE SHOWING GROUND",,"1. MEGGERING OF CABLE AND MOTOR FOR NO-66 TO BE DONE
2. LUGS TO BE CHECKED INSIDE MOTOR FOR PROPER TIGHTNESS
3.MOTOR COIL RESISTANEC TO BE CHECKED FOR COIL BALANCING","1. NEW CABLE TO BE LAID FROM MPB TO MOTOR FOR PREVENTIVE
2. MOTOR TRIAL TO BE DONE DURING LATERAL LINE RUNNINGAND CHECK FOR ANY ABNORMALITIES
3. EARTH FAULT TO BE TAKEN IN LINE AND TRIAL TO BE DONE DURING LATERAL LINE ROLLING",DONE ,MOTOR-66 REPLACED AND TAKEN IN LINE ,,2023-12-22 06:17:49,2023-12-22 07:02:04,2023-12-22
205,384,16 mm,2023-12-22 00:00:00,22/12 12:25:10,22/12 12:46:38,21,STAND 14,COBBLE IN STAND 14 BOTTOM RE GUIDE DUE TO CHIPS CAME WITH FRONT END SO METAL TWISTED. HEAT NO- 2310216 (1C+1H),"COBBLE REMOVED, CHIPS REMOVED, TROUGH CHANGED AND MILL STARTED",MATERIAL HEAD TWISTED,HEAD HIT IN TROUGH,TROUGH WAS NOT ALIGNED WITH STAND PROPERLY,FIXING NOT DONE PROPERLY IN SECTION CHANGE,,"1. ALIGNMENT OF TROUGH TO BE CROSSCHECKED TWICE BEFORE GIVING CLEARANCE BY ROLLER 
2. IF PROBLEM OCCURS, TROUGH TO BE REPLACED BY SPARE","1. CONTINOUS DISCUSSION OF GENERAL SHIFT INCHARGE ON WORKMANSHIP TO BE ENSURED (ATLEAST WEEKLY DISCUSSION WITH ALL DELAYS AND IMPACT)
2. ROUGH ALIGNMENT WITH LINE DORI TO BE CHECKED IN SECTION CHANGE BY GENERAL SHIFT
3. BASE PLATE AIGNMENT AND STRENGHT TO BE CHECKED DURING SECTION CHANGE BY GENERAL SHIFT",DONE ,,,2023-12-22 12:25:10,2023-12-22 12:46:38,2023-12-22
206,386,13 mm,2023-12-23 00:00:00,23/12 12:01:30,23/12 12:15:53,14,STAND 12,FRONT COBBLE IN STAND 12 ENTRY DUE TO CHIPS. (1C+1H),"CHIPS AND COBBLE REMOVED, DELIVERY GUIDE CHANGED AND MILL STARTED",CHIPS ACCUMULATED IN DELIVERY,BILLET END CHIPS STUCK BETWEEN ROLL AND DELIVERY,CHIPS CAME FROM BILLET TAIL,,,,"1. CONTINOUS DISCUSSION OF GENERAL SHIFT INCHARGE ON WORKMANSHIP TO BE ENSURED (ATLEAST WEEKLY DISCUSSION WITH ALL DELAYS AND IMPACT)
2. ROUGH ALIGNMENT WITH LINE DORI/MASTER LEVEL TO BE CHECKED IN SECTION CHANGE BY GENERAL SHIFT
3. BASE PLATE AIGNMENT AND STRENGHT TO BE CHECKED DURING SECTION CHANGE BY GENERAL SHIFT
",DONE ,,,2023-12-23 12:01:30,2023-12-23 12:15:53,2023-12-23
207,388,20 mm,2023-12-24 00:00:00,24/12 03:48:33,24/12 04:00:47,12,SMS,CHIPS JAMMED IN STAND 9 ENTRY AND DEL GUIDE SO BOTH GUIDES CHANGED. (COLD CHARGE - H N0- 2310106),"CHIPS AND COBBLE REMOVED, DELIVERY GUIDE CHANGED AND MILL STARTED",CHIPS ACCUMULATED IN DELIVERY,BILLET END CHIPS STUCK BETWEEN ROLL AND DELIVERY,CHIPS CAME FROM BILLET TAIL,,,,"1. CONTINOUS DISCUSSION OF GENERAL SHIFT INCHARGE ON WORKMANSHIP TO BE ENSURED (ATLEAST WEEKLY DISCUSSION WITH ALL DELAYS AND IMPACT)
2. ROUGH ALIGNMENT WITH LINE DORI/MASTER LEVEL TO BE CHECKED IN SECTION CHANGE BY GENERAL SHIFT
3. BASE PLATE AIGNMENT AND STRENGHT TO BE CHECKED DURING SECTION CHANGE BY GENERAL SHIFT
",DONE ,,,2023-12-24 03:48:33,2023-12-24 04:00:47,2023-12-24
208,395,16 mm,2023-12-26 00:00:00,26/12 07:14:21,26/12 07:29:19,15,BGV2,COBBLE DUE TO BAR KNOCKED IN NOZZLE BETWEEN BGV 2 AND WATER BOX . (1C+2H),"TROUGH CHANGED AND ALIGNED, COBBLE REMOVED AND MILL STARTED",HEAD STUCK IN TROUGH,TROUGH SIZE LESS THAN 25 MM AS DESIRED,CONFUSION IN SELECTING RIGHT TROUGH ,WEAR OUT OF THE TROUGH,,TROUGH TO BE SEGREGRATED PROPERLY,TEMPLATE FOR DIFFERENT SIZE OF TROUGH TO BE MADE AND PRACTICE OF USING VERNIER TO BE REPLACED BY TEMPLATE GRADUALLY,DONE ,,,2023-12-26 07:14:21,2023-12-26 07:29:19,2023-12-26
209,396,16 mm,2023-12-26 00:00:00,26/12 15:19:58,26/12 15:29:30,10,CONVEYOR TROUGH AFTER STAND-14,COBBLE DUE TO BAR KNOCKED IN LINE 2 TROUGH AFTER STAND 14 .(1C+2H),COBBLE CLEARED  WIRE RAPPED AND MILL CONTINUE,COBBLE AT EXIT OF #14,MATERIALS HIT AT EXIT TROUGH ,WIRE BROKEN ,,,1.NEW WIRE FIXED ,WIRE WILL BE REPLACED IN  EVERY PLANNED DELAY .,DONE ,,,2023-12-26 15:19:58,2023-12-26 15:29:30,2023-12-26
210,398,14 mm,2023-12-28 00:00:00,28/12 02:30:37,28/12 03:09:41,39,TWIN CHANNEL 1 A,COBBLE IN TWIN CHANNEL 1A. METAL ENTERED BEFORE TWIN CHANNEL 1A CLOSED. (1C+2H),COBBLE REMOVED MILL STARTED,UNDERSHOOT IN 1A,SAFETY TIME OF TWIN CHANNEL WAS NEGATIVE SIDE,BAR REACHING EARLY AS OPTIMISED AND LAST BAR SET AT OWH AT 60 MTR IN PLACE OF 72 MTR,TIME DELAY SHOWING 0 WHICH HAS TO BE IN POSITIVE SIDE,,"KEEP THE TIME DELAY MORE THAN 0.2 SEC, WHENEVER IT IS 0","1. RED INDICATION IN HMI TO BE IMPLEMENTED BELOW TIME DELAY 0.2 SEC
2. SAME HAS TO BE INFORMED TO ALL THE SHIFT INCHARGES AND CP1 OPERATORS
3. SAME HAS TO BE KEEP UNDER OBSERVATION FOR NEXT 7 DAYS",DONE ,,,2023-12-28 02:30:37,2023-12-28 03:09:41,2023-12-28
211,399,14 mm,2023-12-28 00:00:00,28/12 03:17:22,28/12 04:12:18,55,TWIN CHANNEL 1 A,COBBLE IN TWIN CHANNEL 1A. METAL ENTERED BEFORE TWIN CHANNEL 1A CLOSED. (1C+1H),COBBLE REMOVED MILL STARTED,UNDERSHOOT IN 1A,SAFETY TIME OF TWIN CHANNEL WAS NEGATIVE SIDE,BAR REACHING EARLY AS OPTIMISED AND LAST BAR SET AT OWH AT 60 MTR IN PLACE OF 72 MTR,TIME DELAY SHOWING 0 WHICH HAS TO BE IN POSITIVE SIDE,,"KEEP THE TIME DELAY MORE THAN 0.2 SEC, WHENEVER IT IS 0","1. RED INDICATION IN HMI TO BE IMPLEMENTED BELOW TIME DELAY 0.2 SEC
2. SAME HAS TO BE INFORMED TO ALL THE SHIFT INCHARGES AND CP1 OPERATORS
3. SAME HAS TO BE KEEP UNDER OBSERVATION FOR NEXT 7 DAYS",DONE ,,,2023-12-28 03:17:22,2023-12-28 04:12:18,2023-12-28
212,400,14 mm,2023-12-28 00:00:00,28/12 18:56:02,28/12 19:07:04,11,BGV 1,"COBBLE DUE TO FRONT KNOCK OUT IN DELIVERY OF STNAD 18, AS CHIPS WAS THERE. (1C+2H)",CHIPS AND COBBLE REMOVED ,CHIPS ACCUMULATE IN STAND 18 DELIVERY PIPE,CHIPS FROM BILLET STUCK IN DELIVERY PIPE,,,,REMOVE CHIPS AND START THE MILL,"1. DAILY PLANNED JOB LIST HAS TO BE REVIEWED
2. TIME LOSS IN CASE OF 1 COBBLE AND 2 TIME CHIPS CHECKING FREQUENCY HAS TO BE MADE AND THEN DECISION TO BE TAKEN FOR PLANNED WAY OF CHIPS REMOVAL ",DONE ,,,2023-12-28 18:56:02,2023-12-28 19:07:04,2023-12-28
213,407,12 mm,2023-12-29 00:00:00,29/12 16:53:18,29/12 17:30:16,37,STAND 7,COBBLE BETWEEN STAND 7 AND 8 IN RUNNING MILL AFTER ROLLING 20% OF BILLET,COBBLE REMOVE MILL STARTED,LOOP FORM IN BETWEEN #7 & #8 ,SIDE STOCK FOUND MORE,INPUT BILLET  FOUND RHOMBUS,,,,"BILLET IN COLD CONDITION TO BE CHECK FOR RHOMBODITY
MAIL TO BE SEND TO SMS
TO BE KEPT UNDER OBSERVATION",DONE ,,,2023-12-29 16:53:18,2023-12-29 17:30:16,2023-12-29
214,408,12 mm,2023-12-29 00:00:00,29/12 17:30:16,29/12 18:13:21,43,STAND 7,COBBLE BETWEEN STAND 7 AND 8 IN RUNNING MILL AFTER ROLLING 20% OF BILLET,COBBLE BETWEEN STAND 7 AND 8 IN RUNNING MILL AFTER ROLLING 20% OF BILLET,LOOP FORM IN BETWEEN #7 & #8 ,SIDE STOCK FOUND MORE,INPUT BILLET  FOUND RHOMBUS,,,,SAME ABOVE CONTINUED,PENDING,,,2023-12-29 17:30:16,2023-12-29 18:13:21,2023-12-29
215,409,12 mm,2023-12-29 00:00:00,29/12 18:13:50,29/12 18:35:39,21,TAIL BREAKER 2_1B,BAR SLIPPED AT TB21B DUE TO OIL CAME ON TB21B RINGS.,"COBBLE REMOVED , OIL CLEANED, RING HEATED AND MILL STARTED",OVERSHOOTIN TB2- 1B,SLIPPAGEI IN 1 B RING,LEAKAGE IN 1 A AND OIL SPLASHES IN 1 B,OIL CAME FROM LEAKAGE IN HUB,OIL SEAL WAS HARD,SEAL TO BE REPLACED WITH NEW,"1. FREQUENCY OF SEAL CHANGE IN TAIL BREAKER TO BE FREEZED TO 3 MONTHS
2. SEAL MOC TO BE REVIEWD FOR HIGH TEMPERATURE USAGE 
3. RING HEATING TO BE ENSURED  ",DONE ,,,2023-12-29 18:13:50,2023-12-29 18:35:39,2023-12-29
216,410,12 mm,2023-12-30 00:00:00,30/12 03:13:44,30/12 03:31:17,18,STAND 09,HEAD COBBLE AFTER STAND 9 DUE TO CHIPS. HEAT NO 2310469 COLD BILLET 165 SQMM,CHIPS REMOVED AND MILL STARTED,COBBLE AT ENTRY OF STAND 10,CHIPS ACCUMULATED IN STAND 9 DELIVERY,CHIPS FROM BILLET,,,CHIPS TO BE REMOVED ON REGULAT INTERVAL,"1. FREQUENCY OF CHIPS CHECKING TO BE PLANNED
2. RANDOM CHECK FOR CHIPS REMOVAL IN MILL TO BE ENSURED BY AREA INCHARGE",DONE ,,,2023-12-30 03:13:44,2023-12-30 03:31:17,2023-12-30
217,411,12 mm,2023-12-30 00:00:00,30/12 08:13:42,30/12 08:42:18,29,TAIL BREAKER 2_1A,1ST BILLET 1ST BAR OVERSHOOT HAPPENED IN TAIL BRAKER 1A AFTER BILLET SIZE CHANGED DUE TO OIL CAME ON RING. (1C+1H),"COBBLE REMOVED , OIL CLEANED, RING HEATED AND MILL STARTED",OVERSHOOTIN TB2- 1A,SLIPPAGEI IN 1 A RING,OIL FOUND IN RING,OIL CAME FROM LEAKAGE IN HUB,OIL SEAL WAS HARD,SEAL TO BE REPLACED WITH NEW,"1. FREQUENCY OF SEAL CHANGE IN TAIL BREAKER TO BE FREEZED TO 3 MONTHS
2. SEAL MOC TO BE REVIEWD FOR HIGH TEMPERATURE USAGE ",DONE ,,,2023-12-30 08:13:42,2023-12-30 08:42:18,2023-12-30
218,412,12 mm,2023-12-30 00:00:00,30/12 10:37:28,30/12 10:59:19,22,TAIL BREAKER 2_1B,OVERSHOOT HAPPENED DUE TO TAIL BRAKER INLET PRESSURE DROPPED TO 4.5 BAR (1C+1H),"COBBLE REMOVED , AIR PRESSURE ACHIEVED AND MILL STARTED",OVERSHOOT AT TB2-1B,COMPRESSED AIR PRESSURE DOWN,RUNNING DRYER WAS STOPPED WITOUT OPENING VALVE OF STANDBY DRYER,MISCOMMUNICATION BETWEEN OPERATOR AND  TECHNICIAN,,,1. CONTINOUS TRAINING TO BE IMPARTED TO OPERATORS SHOWING  THE LOSSES BECAUSE OF NEGLIGENCE,DONE ,,,2023-12-30 10:37:28,2023-12-30 10:59:19,2023-12-30
219,413,25 mm,2023-12-30 00:00:00,30/12 17:59:41,30/12 18:14:47,15,STAND 09,1ST BILLET COBBLE BETWEEN STD.8 AND STD.9 DUE TO SLIPAGE.,"COBBLE REMOVED
GRINDING DONE
STAND-09 GAP INCREASED 0.5MM
AGAIN HEATING DONE AND BILLET TAKEN",HEAD SLIPPAGE WHILE ENTERING STAND09,ROLL GAP 3 MM,,,,"ROLL GAP TO BE MAINTAINED 3.5 MM FOR THE FIRST BIILLET WHENEVER  STAND CHANGE IS PLANNED
","1. IN 25MM , STANDARD PARTING IS 2.3MM , AT PRESENT IT IS KEPT 3MM . IT IS TO BE INCREASED TO 3.5MM BEFORE ROLLING FIRST BILLET AFTER EVERY PASS CHANGE  OR STAND CHANGE",DONE ,,,2023-12-30 17:59:41,2023-12-30 18:14:47,2023-12-30
220,414,25 mm,2023-12-31 00:00:00,31/12 06:18:22,31/12 06:35:07,17,STAND 13,COBBLE DUE TO CHIPS JAMMED IN STAND 13 STATIC GUIDE. STATIC GIUIDE CHANGED. (1C+1H),CHIPS AND COBBLE REMOVED AND MILL STARTED,COBBLE IN STAND 13 ENTRY GUIDE,CHIPS ACCUMULATION IN MATERIAL HEAD,,,,,"1. ALIGNMENT OF TROUGH BETWEEN STAND 13 ND STAND 14 TO BE DONE
2. RANDOM CHECK OF GUIDE LIGNMENT T ROLL SHOP TO BE ENSURE BY OPERATION",DONE ,,,2023-12-31 06:18:22,2023-12-31 06:35:07,2023-12-31
221,415,25 mm,2024-01-01 00:00:00,2024-01-01 02:57:00,2024-01-01 04:11:00,74,STAND 6,"BILLET HEAD SLIPPED IN STAND 06 ENTRY, COBBLE IN ROUGHING MILL. (1C)",GRINDING AND HEATING DONE BY TAKING OUT THE STAND,SLIPPAGE IN NEW PASS,PASS WAS NOT PROPER GRINDED AND HEATED,PASS GRINDED AT THE THE LOCATION (WITHOUT TAKING OUT THE STAND),,, PASS CHANGE IN VERTICAL STAND TO BE  DONE BY TAKING OUT THE STAND OUTSIDE,"SOP TO BE MADE MENTIONING PSS CHANGE GRINDING OF VERTICAL STAND TO BE DONE BY TAKING STAND OUT
COMMUNICATION OF THE CHANGE TO BE INFORMED TO ALL THE INCHARGES AND FEEDBACK  TO BE TAKEN",DONE ,,,2024-01-01 02:57:00,2024-01-01 04:11:00,2024-01-01
222,447,18 mm,2024-01-14 00:00:00,09:24:00,09:43:00,18,CVR,COBBLE DETECTION CAME FROM LINE.1 CVR. PROXY SUPPORT WELDING BROKEN. (1C+1H)*Not Accepted By Mechanical,"SUPPORT WELDING DONE, MATERIAL CLEARED AND MILL STARTED",COBBLE COMMAND CAME FROM CVR LINE 1,CVR LINE 1 PROXY WELDING FOUND BROKEN,,,,SUPPORT WELDING AND MATERIAL CLEARED AND MILL STARTED,1. WELDING CHECKING FREQUENCY TO BE DECIDE AND IMPLEMENT,DONE ,,,2024-01-14 09:24:00,2024-01-14 09:43:00,2024-01-14
223,417,10 mm,2024-01-02 00:00:00,2024-02-01 09:26:00,2024-02-01 09:49:00,23,STAND 13,1ST BILLET COBBLE BETWEEN STD.13 & STD.14. TROUGH CHANGED.,STAND CHANGED,ACTUAL PROBLEM MENTIONED IN SR 429,MATERIAL TWIST,TOP BOTTOM PASS IMPRESSION SHOWING CROSS,AXIAL PLAY IN TOP ROLL (0.08 TO 0.085 MM) AT THE MAXIMUM RANGE,,"STAND 11 TO 14, AXIAL PLAY MAX LIMIT TO BE RE-CHECKED AND MADE TO 60 MICRON","1. STAND 11 AND 12 ROLL PASS PROFILE DESIGN TO BE CHANGED TO MAKE THE OUT STOCK OF #12 MORE CIRCULAR
2. STAND 11 TO 14, AXIAL PLAY MAX LIMIT TO BE RE-CHECKED AND MADE TO 60 MICRON",DONE ,NOT FEASIBLE,,2024-01-02 09:26:00,2024-01-02 09:49:00,2024-01-02
224,418,10 mm,2024-01-02 00:00:00,2024-02-01 09:50:00,2024-02-01 10:30:00,40,STAND 13,2ND BILLET COBBLE BETWEEN STD.13 & STD.14. STD.13 CHANGED. TOP ROLL PLAY FOUND.,STAND 13 CHANGED AMD MILL STARTED,COBBLE HAPPEN BETWEEN STAND 13 AND 14,MATERIAL TWIST,TOP BOTTOM PASS IMPRESSION SHOWING CROSS,AXIAL PLAY IN TOP ROLL (0.08 TO 0.085 MM) AT THE MAXIMUM RANGE,,"STAND 11 TO 14, AXIAL PLAY MAX LIMIT TO BE RE-CHECKED AND MADE TO 60 MICRON","1. STAND 11 AND 12 ROLL PASS PROFILE DESIGN TO BE CHANGED TO MAKE THE OUT STOCK OF #12 MORE CIRCULAR
2. STAND 11 TO 14, AXIAL PLAY MAX LIMIT TO BE RE-CHECKED AND MADE TO 60 MICRON",DONE ,NOT FEASIBLE,,2024-01-02 09:50:00,2024-01-02 10:30:00,2024-01-02
225,419,10 mm,2024-01-03 00:00:00,2024-03-01 06:17:00,2024-03-01 07:12:00,55,STAND 12,COBBLE DUE TO BOTH LINE BAR ENTRY IN MULTILOOPER LINE 2. (1C+1H),"COBBLE REMOVE, SLITTER DISC CHANGE, MULTILOOPER CHANGE,#12 PARTING CHANGE,MILL STARTED",HEAD TWISTED,HITTED IN MULTILOOPER,SLITTING NOT PROPER,SLITTER DISC WEAR OUT BUT IN RANGE AND #12 PARTING 2MM IN PLACE OF 1.5MM,,ENCOER TO BE MADE HEALTHY AND PARTING TO BE CHECKED,"1. PARTING OF #12 AND SLITTER DISC TO BE CHECKED IN EVERY PLAN DELAY
2. ENCODER TO BE MADE HEALTHY",DONE ,,,2024-01-03 06:17:00,2024-01-03 07:12:00,2024-01-03
226,420,10 mm,2024-01-03 00:00:00,2024-03-01 06:06:00,2024-03-01 06:16:00,10,STAND 12,COBBLE DUE TO LINE 1 BAR CAME OUT FROM MULTILOOPER AFTER STAND 12. (1C+1H),COBBLE REMOVE MILL STARTED,HEAD TWISTED,HITTED IN MULTILOOPER,SLITTING NOT PROPER,SLITTER DISC WEAR OUT BUT IN RANGE AND #12 PARTING 2MM IN PLACE OF 1.5MM,,ENCOER TO BE MADE HEALTHY AND PARTING TO BE CHECKED,PARTING OF #12 AND SLITTER DISC TO BE CHECKED IN EVERY PLAN DELAY,DONE ,,,2024-01-03 06:06:00,2024-01-03 06:16:00,2024-01-03
227,421,10 mm,2024-01-03 00:00:00,2024-03-01 18:18:00,2024-03-01 18:30:00,12,PINCH ROLL 3_1,"COBBLE IN LINE.1 BGV. DUE TO PR.3 PRESSURE DROPAGE IN HEAD. BGV FINISHING GUIDE CHANGED; BREAK-OUT BOX CHANGED, MILL CHECKED.(1C +1H)",COBBLE REMOVE MILL STARTED,MATERIAL SLIP IN PR-3A,TORQUE REACHED LATE,LEAKAGE IN CYLINDER,,,CYLINDER TO BE CROSS CHECKED FOR INTERNAL LEAKAGE,"1. CYLINDER TO BE CHECKED FOR ANY PRESSURE DROP BEFORE SENDING TO THE SITE
2. DC VALVE, NEED TO CHANGE EVERY YEAR",DONE ,,,2024-01-03 18:18:00,2024-01-03 18:30:00,2024-01-03
228,422,10 mm,2024-01-03 00:00:00,2024-03-01 18:43:00,2024-03-01 19:06:00,24,PINCH ROLL 3_1,COBBLE IN LINE.1 BGV. DUE TO PR.3 PRESSURE DROPAGE IN HEAD. STD.14 RE CHANGED (1C + 1H),"COBBLE REMOVE, MILL SPEED DECREASED, PR-3A PRESSURE INCREASED FROM5BAR TO 5.6 BAR,PARTING CLOSE  MILL STARTED",MATERIAL SLIP IN PR-3A,TORQUE REACHED LATE,LEAKAGE IN CYLINDER,,,CYLINDER TO BE CROSS CHECKED FOR INTERNAL LEAKAGE,"1. CYLINDER TO BE CHECKED FOR ANY PRESSURE DROP BEFORE SENDING TO THE SITE
2. DC VALVE, NEED TO CHANGE EVERY YEAR",DONE ,,,2024-01-03 18:43:00,2024-01-03 19:06:00,2024-01-03
229,423,10 mm,2024-01-04 00:00:00,2024-04-01 06:24:00,2024-04-01 06:54:00,30,BGV 1,UNDERSHOOT IN LINE 1A DUE TO BGV STAND 22 GUIDE REEL BROKEN. (1C+1H),"GUIDE CHANGED, COBBLE CLEARED AND MILL STARTED",UNDERSHOOT IN LINE 1A,GUIDE ROLL BROKEN (BOTTOM),WATER LINE BLOCKAGE,,,FLUSHING TO BE DONE IN NEXT OPPORTUNITY,1. FLUSHING PLAN DURING CENTRE LINE,DONE ,,,2024-01-04 06:24:00,2024-01-04 06:54:00,2024-01-04
230,424,10 mm,2024-01-04 00:00:00,2024-04-01 08:27:00,2024-04-01 08:49:00,23,BGV 2,"COBBLE IN LINE BGV DUE TO ONE SMALL CHPS PC WAS STUCK IN LINE AFTER BGV FUNNEL. (1C+1H)HEAT NUMBER-240080 , 150 SIZE HOT CHARGE","CHIPS REMOVED, COBBLE REMOVED AND MILL STARTED",COBBLE DUE TO CHIPS IN BGV FUNNEL,CHIPS CARRY OVER AND STUCK,,,,CHIPS TO BE REMOVED ON REGULAT INTERVAL,"1. FREQUENCY OF CHIPS CHECKING TO BE PLANNED
2. RANDOM CHECK FOR CHIPS REMOVAL IN MILL TO BE ENSURED BY AREA INCHARGE",DONE ,,,2024-01-04 08:27:00,2024-01-04 08:49:00,2024-01-04
231,426,25 mm,2024-01-04 00:00:00,2024-04-01 20:38:00,2024-04-01 21:13:00,35,ART,COBBLE AFTER STAND 14 DUE TO BAR CAME OUT FROM APRON. (1C+1H),COBBLE REMOVED AND MILL STARTED,FRONT END CAME OUT FROM APRON INTERMEDIATE POSITION,INTERMEDIATE POSITION MISMATCHED NEAR TAIL BREAKER,HYDRAULIC PRESSURE NOT HOLD IN CLYLINDER NO. 2,CHECK VALVE NOT HOLDNG THE PRESSURE,,HYDRAULIC PRESSURE & ART POSITION TO BE CHECKED FOR ENTIRE APRON BEFORE EVERY  CENTERLINE,"1. POSSIBILITY OF PR GUAGE FIXING IN EACH LINE TO BE CHECKED
2. HYDRAULIC PRESSURE & ART POSITION TO BE CHECKED FOR ENTIRE APRON BEFORE EVERY  CENTERLINE  
3. POSSIBILITY OF CHANGING CYLINDER TO LVDT OR DOUBLE PISTON TO BE ENVISAGED",DONE ,INTERMEDEATE POSITION REQUIRED FOR DOUBLE PISTON CYLINDER,,2024-01-04 20:38:00,2024-01-04 21:13:00,2024-01-04
232,427,25 mm,2024-01-04 00:00:00,2024-04-01 22:49:00,2024-04-01 22:59:00,10,ART,BAR CAME OUT FROM APRON ON COOLING BED SO CLEARING DONE.,COBBLE REMOVED AND MILL STARTED,FRONT END CAME OUT FROM APRON INTERMEDIATE POSITION,INTERMEDIATE POSITION MISMATCHED NEAR TAIL BREAKER,HYDRAULIC PRESSURE NOT HOLD IN CLYLINDER NO. 2,CHECK VALVE NOT HOLDNG THE PRESSURE,,HYDRAULIC PRESSURE & ART POSITION TO BE CHECKED FOR ENTIRE APRON BEFORE EVERY  CENTERLINE,"1. POSSIBILITY OF PR GUAGE FIXING IN EACH LINE TO BE CHECKED
2. HYDRAULIC PRESSURE & ART POSITION TO BE CHECKED FOR ENTIRE APRON BEFORE EVERY  CENTERLINE  
3. POSSIBILITY OF CHANGING CYLINDER TO LVDT OR DOUBLE PISTON TO BE ENVISAGED",DONE ,INTERMEDEATE POSITION REQUIRED FOR DOUBLE PISTON CYLINDER,,2024-01-04 22:49:00,2024-01-04 22:59:00,2024-01-04
233,428,25 mm,2024-01-05 00:00:00,2024-05-01 11:26:00,2024-05-01 11:42:00,17,ART,BAR CAME OUT FROM ART AT COOLING BED,COBBLE REMOVED AND MILL STARTED,FRONT END CAME OUT FROM APRON INTERMEDIATE POSITION,INTERMEDIATE POSITION MISMATCHED NEAR TAIL BREAKER,HYDRAULIC PRESSURE NOT HOLD IN CLYLINDER NO. 2,CHECK VALVE NOT HOLDNG THE PRESSURE,,HYDRAULIC PRESSURE & ART POSITION TO BE CHECKED FOR ENTIRE APRON BEFORE EVERY  CENTERLINE,"1. POSSIBILITY OF PR GUAGE FIXING IN EACH LINE TO BE CHECKED
2. HYDRAULIC PRESSURE & ART POSITION TO BE CHECKED FOR ENTIRE APRON BEFORE EVERY  CENTERLINE  
3. POSSIBILITY OF CHANGING CYLINDER TO LVDT OR DOUBLE PISTON TO BE ENVISAGED",DONE ,INTERMEDEATE POSITION REQUIRED FOR DOUBLE PISTON CYLINDER,,2024-01-05 11:26:00,2024-01-05 11:42:00,2024-01-05
234,431,8 mm,2024-01-06 00:00:00,2024-06-01 02:38:00,2024-06-01 02:53:00,15,BGV 2,"HEAD COBBLE IN LINE 2 BGV DUE TO CHIPS IN STAND 22 E GUIDE, HEAT NO 3189842 EXTERNAL BILLETS OF 150.","CHIPS REMOVED, COBBLE REMOVED AND MILL STARTED",COBBLE DUE TO CHIPS IN BGV LINE 2 STAND 22 E GUIDE,CHIPS CARRY OVER AND STUCK,,,,CHIPS TO BE REMOVED ON REGULAT INTERVAL,"1. FREQUENCY OF CHIPS CHECKING TO BE PLANNED
2. RANDOM CHECK FOR CHIPS REMOVAL IN MILL TO BE ENSURED BY AREA INCHARGE",DONE ,,,2024-01-06 02:38:00,2024-01-06 02:53:00,2024-01-06
